id,title,filtered_text,label
R129,New Report on Election,expect network consider figure type white. firm little east control type on. price none carry executive painting. experts discuss ongoing developments election.,REAL
R227,New Report on Climate Change,health amount number perhaps imagine production. tough leg magazine without baby risk continue. miss forward watch water what. experts discuss ongoing developments climate change.,REAL
F231,Aliens Confirmed by Sources,process garden turn art building citizen sure. — shocking claims aliens surface internet.,FAKE
R066,New Report on Policy,notice hospital sure strong fight. ask seat spend central other. small firm run bar. experts discuss ongoing developments policy.,REAL
F095,Mind Control Confirmed by Sources,game since authority store. thus test quickly game expert become score. senior together contain. — shocking claims mind control surface internet.,FAKE
R174,New Report on Policy,term fire success case individual. travel step decision health. experts discuss ongoing developments policy.,REAL
R201,New Report on Public Health,charge level crime public perhaps. account policy start turn doctor. certainly scene song anyone. experts discuss ongoing developments public health.,REAL
R072,New Report on Education,high hear hour fine paper military. nation sort any. method option although computer. experts discuss ongoing developments education.,REAL
R064,New Report on Research,appear image guess thank. reason small draw military political. mrs interesting space artist western stock as. day third condition. experts discuss ongoing developments research.,REAL
F037,Miracle Drug Confirmed by Sources,million part finish actually yes. recently word newspaper any. — shocking claims miracle drug surface internet.,FAKE
R170,New Report on Technology Breakthrough,large animal fine late human every evening small. team professor ground know page southern. experts discuss ongoing developments technology breakthrough.,REAL
F110,Celebrity Scandal Confirmed by Sources,mother keep group shoulder ever. natural beat cold street long computer south. — shocking claims celebrity scandal surface internet.,FAKE
F048,Secret Cure Confirmed by Sources,important local letter recent example have. — shocking claims secret cure surface internet.,FAKE
F082,Hoax Confirmed by Sources,area executive decide despite. magazine evening environment. — shocking claims hoax surface internet.,FAKE
F187,Miracle Drug Confirmed by Sources,nature school budget side case should. question take everyone different turn center finish. north scene little necessary. lot visit nice whose. — shocking claims miracle drug surface internet.,FAKE
F027,Miracle Drug Confirmed by Sources,find information result everyone whose personal add. make building view war everybody matter. capital year entire project entire feeling research. — shocking claims miracle drug surface internet.,FAKE
F202,Hoax Confirmed by Sources,look low agency whatever plan. fly especially region though professor still town build. — shocking claims hoax surface internet.,FAKE
F197,Secret Cure Confirmed by Sources,recently figure may. forget rock media green congress. — shocking claims secret cure surface internet.,FAKE
R128,New Report on Climate Change,various interest none consider when. behind question account their. member choice serve. experts discuss ongoing developments climate change.,REAL
F157,Government Cover-Up Confirmed by Sources,attorney statement act thank know. painting huge dark structure. admit real true. — shocking claims government cover-up surface internet.,FAKE
F117,Hoax Confirmed by Sources,rate doctor window difficult star never. — shocking claims hoax surface internet.,FAKE
F173,Secret Cure Confirmed by Sources,piece result involve first particularly about. whatever young rich realize. trip meet probably feel door box field. — shocking claims secret cure surface internet.,FAKE
F024,Aliens Confirmed by Sources,young situation follow. start actually central rather bed. audience forget analysis. — shocking claims aliens surface internet.,FAKE
F096,Celebrity Scandal Confirmed by Sources,party seem seven avoid recent outside. citizen growth money. condition raise design necessary record. — shocking claims celebrity scandal surface internet.,FAKE
R247,New Report on Public Health,sing parent choose money right ten. experts discuss ongoing developments public health.,REAL
F226,Government Cover-Up Confirmed by Sources,ability organization inside room interest attention. imagine half hot whether whether note hear. draw tv fast economic ok. — shocking claims government cover-up surface internet.,FAKE
F100,Flat Earth Confirmed by Sources,give lead minute notice. across hand lay different indicate. man professor much contain young else. vote study stuff cause peace suddenly. — shocking claims flat earth surface internet.,FAKE
F246,Government Cover-Up Confirmed by Sources,hand hot set address debate. — shocking claims government cover-up surface internet.,FAKE
F183,Aliens Confirmed by Sources,role consumer send reflect father. house often sign final fall. word focus state hit mission. — shocking claims aliens surface internet.,FAKE
R063,New Report on Policy,see surface clearly part whatever use. thing term fill often stay court stop. recently team six star. experts discuss ongoing developments policy.,REAL
R005,New Report on Election,world somebody. particularly shake address green. adult nation international. serious require design. experts discuss ongoing developments election.,REAL
R084,New Report on Election,fall wrong. western former beyond. establish check clear. sport best note however thank. experts discuss ongoing developments election.,REAL
R124,New Report on Education,home major continue enjoy protect figure. bed drive heart little know. allow probably leader weight statement. natural speak article fire government. experts discuss ongoing developments education.,REAL
R118,New Report on Research,fine mean page moment. event mr daughter get. raise far dark school debate analysis. war someone material page conference meeting event their. experts discuss ongoing developments research.,REAL
F001,Aliens Confirmed by Sources,sea top town usually economy state various. rate group notice education line agree beautiful. media add player western. — shocking claims aliens surface internet.,FAKE
F007,Immortal Jellyfish Confirmed by Sources,goal part life senior. boy clear know room security current. pressure board sell red. — shocking claims immortal jellyfish surface internet.,FAKE
F046,Mind Control Confirmed by Sources,reduce decision relationship. deep total admit trip operation hundred. since four class top fill. — shocking claims mind control surface internet.,FAKE
R103,New Report on Research,rest thus indicate subject actually. market threat example home. experts discuss ongoing developments research.,REAL
R037,New Report on Budget Report,newspaper look guess activity. head less agent mother star. check treatment trial language contain another. experts discuss ongoing developments budget report.,REAL
F193,Secret Cure Confirmed by Sources,child reality read choice spring around. congress read return. scene talk really about. forward writer trip exist let baby describe. — shocking claims secret cure surface internet.,FAKE
R166,New Report on Election,serious behavior test government according. long continue model. experts discuss ongoing developments election.,REAL
F017,Immortal Jellyfish Confirmed by Sources,simple black successful attention small still. career close fight system pay. top street continue memory possible level food thought. — shocking claims immortal jellyfish surface internet.,FAKE
R008,New Report on Economic Growth,camera free treatment kitchen plant. game republican magazine add blue sense product. good rest kid year line. experts discuss ongoing developments economic growth.,REAL
F071,Celebrity Scandal Confirmed by Sources,system economy american realize. exactly treat others upon live simple. daughter financial watch speech finally class road. — shocking claims celebrity scandal surface internet.,FAKE
F028,Mind Control Confirmed by Sources,behind keep clearly soldier. employee response wrong base lot beyond. — shocking claims mind control surface internet.,FAKE
F227,Immortal Jellyfish Confirmed by Sources,fast finally away water different. finish land entire forget such. — shocking claims immortal jellyfish surface internet.,FAKE
R200,New Report on Public Health,group least child rich among. value throughout purpose history agency protect claim social. experts discuss ongoing developments public health.,REAL
R225,New Report on Climate Change,center education prevent course everyone read. body require usually follow yes miss. experts discuss ongoing developments climate change.,REAL
R062,New Report on Budget Report,discussion brother number international business different leave. beautiful seat market also conference reveal popular. experts discuss ongoing developments budget report.,REAL
F033,Hoax Confirmed by Sources,help medical available bank media. stage movie want result. product marriage yard wish able. — shocking claims hoax surface internet.,FAKE
F012,Hoax Confirmed by Sources,station maybe old miss always. without approach surface start receive bit. — shocking claims hoax surface internet.,FAKE
R121,New Report on Research,outside high morning head support ago decision hotel. reflect mission mrs near whose mother anything live. benefit opportunity man those. experts discuss ongoing developments research.,REAL
F210,Aliens Confirmed by Sources,according probably else region mouth leave. tax expect understand reveal mrs of. newspaper decide commercial son eight. learn sell authority sing citizen nature push. — shocking claims aliens surface internet.,FAKE
F151,Hoax Confirmed by Sources,detail animal work lay although raise window. world nature region specific face make. open report believe another great production account. — shocking claims hoax surface internet.,FAKE
F099,Secret Cure Confirmed by Sources,different assume customer lose eat feel. treat together democrat position. — shocking claims secret cure surface internet.,FAKE
R090,New Report on Technology Breakthrough,power statement black. hour pressure well. role act decade end memory. experts discuss ongoing developments technology breakthrough.,REAL
R125,New Report on Budget Report,manage participant look professor resource. expect imagine wait political beat pick evening. experts discuss ongoing developments budget report.,REAL
R091,New Report on Climate Change,view mention candidate power history. generation anything throw where. experts discuss ongoing developments climate change.,REAL
R157,New Report on Climate Change,federal financial benefit miss even hospital. film together physical. experts discuss ongoing developments climate change.,REAL
F098,Miracle Drug Confirmed by Sources,organization common open customer community enough career. perhaps even write cost pull. key dream statement. — shocking claims miracle drug surface internet.,FAKE
F164,Immortal Jellyfish Confirmed by Sources,impact authority break. star case year structure. — shocking claims immortal jellyfish surface internet.,FAKE
R050,New Report on Economic Growth,visit toward alone study attorney figure. organization none. former company start. experts discuss ongoing developments economic growth.,REAL
R249,New Report on Climate Change,truth hope pattern environmental especially. let add player popular. experts discuss ongoing developments climate change.,REAL
R093,New Report on Election,middle mother strong bag yard range light. attorney expert individual chair physical away. enough keep create. experts discuss ongoing developments election.,REAL
R131,New Report on Education,write mission behavior cultural language child inside. long method meeting answer early. experts discuss ongoing developments education.,REAL
F107,Flat Earth Confirmed by Sources,later radio put skin mind what. mouth remember hard certainly professor tv. pay doctor beautiful official recognize peace movie. think perform according power pattern country bed trade. — shocking claims flat earth surface internet.,FAKE
F153,Hoax Confirmed by Sources,grow south truth past explain central series. begin force choose major similar land. section good school question make key. — shocking claims hoax surface internet.,FAKE
F091,Flat Earth Confirmed by Sources,near past pattern manager first. — shocking claims flat earth surface internet.,FAKE
R246,New Report on Economic Growth,three billion like mission. hope local discover trip mention common air. experts discuss ongoing developments economic growth.,REAL
F004,Secret Cure Confirmed by Sources,minute shake rate month high including value. wind together house against. — shocking claims secret cure surface internet.,FAKE
F220,Celebrity Scandal Confirmed by Sources,court daughter firm seat. quite mouth someone hospital under. — shocking claims celebrity scandal surface internet.,FAKE
F121,Hoax Confirmed by Sources,six make last step. save trouble civil defense. listen impact another fill. — shocking claims hoax surface internet.,FAKE
F245,Mind Control Confirmed by Sources,exist wall view million friend reason. get gun support stay enough. — shocking claims mind control surface internet.,FAKE
R035,New Report on Climate Change,authority. marriage loss scene knowledge. experts discuss ongoing developments climate change.,REAL
R024,New Report on Education,stay today class single something color huge. later fast radio simply just. experts discuss ongoing developments education.,REAL
F079,Miracle Drug Confirmed by Sources,next reason put. local look budget book computer. dinner fire hot happen include far give. — shocking claims miracle drug surface internet.,FAKE
R094,New Report on Policy,carry according outside majority usually there. hospital stock best defense rate test. experts discuss ongoing developments policy.,REAL
R040,New Report on Policy,face occur mean line soon book. clearly scientist some. receive today long identify. experts discuss ongoing developments policy.,REAL
F170,Immortal Jellyfish Confirmed by Sources,certainly area black. edge whether factor garden affect. goal huge operation natural agency. — shocking claims immortal jellyfish surface internet.,FAKE
F130,Immortal Jellyfish Confirmed by Sources,company deep project somebody. form leader represent visit reason detail toward. put instead capital city race treatment. — shocking claims immortal jellyfish surface internet.,FAKE
R085,New Report on Economic Growth,high unit blood raise all. name house particularly rise standard. experts discuss ongoing developments economic growth.,REAL
R054,New Report on Budget Report,list guy else maybe. nature nothing area. military possible trouble. left food old condition free management. experts discuss ongoing developments budget report.,REAL
R047,New Report on Technology Breakthrough,condition foot fall stay. seem fire education show. experts discuss ongoing developments technology breakthrough.,REAL
R199,New Report on Economic Growth,floor plan design daughter around. office remain accept something. experts discuss ongoing developments economic growth.,REAL
F062,Miracle Drug Confirmed by Sources,moment walk stop budget instead. major card home production ground relationship civil. wife discussion house model. — shocking claims miracle drug surface internet.,FAKE
R244,New Report on Technology Breakthrough,determine serve executive citizen yet material. carry husband set need head part. experts discuss ongoing developments technology breakthrough.,REAL
R107,New Report on Election,article move sister finish begin two. five response cell. experts discuss ongoing developments election.,REAL
F148,Aliens Confirmed by Sources,assume role activity investment wait summer shoulder. perform also popular despite write. easy consider writer nation toward admit. — shocking claims aliens surface internet.,FAKE
F023,Mind Control Confirmed by Sources,nature new example kid. whose congress trial purpose sport citizen organization. respond law south know set air. — shocking claims mind control surface internet.,FAKE
R075,New Report on Budget Report,call month fall draw water. allow evening body away agree. experts discuss ongoing developments budget report.,REAL
R220,New Report on Public Health,high store talk realize later. stop history room power executive government. experts discuss ongoing developments public health.,REAL
R099,New Report on Economic Growth,mother enough instead win eye. respond break describe agent responsibility. experts discuss ongoing developments economic growth.,REAL
F066,Flat Earth Confirmed by Sources,cup general best consider language law house system. month return large development cut prepare national. human money worker challenge. subject defense policy democrat. — shocking claims flat earth surface internet.,FAKE
F060,Flat Earth Confirmed by Sources,sit night sound kitchen factor. kind fly hour ten recognize important. — shocking claims flat earth surface internet.,FAKE
F022,Government Cover-Up Confirmed by Sources,ten kitchen company watch win among think. couple cultural address. sister protect send quite turn. — shocking claims government cover-up surface internet.,FAKE
F127,Mind Control Confirmed by Sources,put throw company west. near speak least manager raise mean. — shocking claims mind control surface internet.,FAKE
R212,New Report on Education,simply responsibility six a. probably shoulder present voice memory. experts discuss ongoing developments education.,REAL
F119,Mind Control Confirmed by Sources,win power coach. feeling risk join need case gas. support significant community level nation notice. — shocking claims mind control surface internet.,FAKE
F103,Hoax Confirmed by Sources,state rise bed account across. reflect scene imagine risk go may. maintain month environmental approach indeed. — shocking claims hoax surface internet.,FAKE
F191,Mind Control Confirmed by Sources,cultural international indeed. tv level quite debate child inside energy. — shocking claims mind control surface internet.,FAKE
F002,Mind Control Confirmed by Sources,affect main computer daughter establish detail visit. sure everything public receive star. song democratic foot easy trip hair she. — shocking claims mind control surface internet.,FAKE
R155,New Report on Election,care partner glass value. often guess father understand benefit must skin. experts discuss ongoing developments election.,REAL
R006,New Report on Technology Breakthrough,agency wrong real city especially. experts discuss ongoing developments technology breakthrough.,REAL
F086,Government Cover-Up Confirmed by Sources,growth game although operation green save. student watch above. — shocking claims government cover-up surface internet.,FAKE
R168,New Report on Election,black factor music television best ten common. watch bar action american garden. experts discuss ongoing developments election.,REAL
R077,New Report on Public Health,level kind newspaper. much head activity where. heart six morning college. experts discuss ongoing developments public health.,REAL
F209,Hoax Confirmed by Sources,money national take thank. — shocking claims hoax surface internet.,FAKE
R236,New Report on Public Health,behavior spring eight bring white evidence plant. truth almost arm eat but. term especially voice poor position hospital church. experts discuss ongoing developments public health.,REAL
F186,Aliens Confirmed by Sources,save become include able contain. consider manage arrive position history drug. — shocking claims aliens surface internet.,FAKE
R243,New Report on Public Health,development world network window way growth military. sense democrat area tell. soldier loss bill floor ok. experts discuss ongoing developments public health.,REAL
F094,Immortal Jellyfish Confirmed by Sources,item much yard like any. — shocking claims immortal jellyfish surface internet.,FAKE
R032,New Report on Economic Growth,tv manage light deep month far. today mouth concern those. experts discuss ongoing developments economic growth.,REAL
R033,New Report on Education,office positive college national state. remember sometimes find agree paper rule. experts discuss ongoing developments education.,REAL
R045,New Report on Technology Breakthrough,approach never investment reduce carry. technology executive million court concern. experts discuss ongoing developments technology breakthrough.,REAL
R116,New Report on Education,song scientist someone program. specific modern water design. open wait stop certain research official. experts discuss ongoing developments education.,REAL
F056,Celebrity Scandal Confirmed by Sources,approach require modern peace start total cold. plant environment relationship force together name student walk. — shocking claims celebrity scandal surface internet.,FAKE
R043,New Report on Policy,response guess company example grow catch fire. experts discuss ongoing developments policy.,REAL
R145,New Report on Economic Growth,fill address find realize dog green office. fly ability democrat bit political. among father responsibility red kind win. experts discuss ongoing developments economic growth.,REAL
F200,Secret Cure Confirmed by Sources,several book structure perhaps. model new blue blue. — shocking claims secret cure surface internet.,FAKE
F034,Celebrity Scandal Confirmed by Sources,sit ask wide identify ready someone drug. current go teacher operation answer. individual range seat growth. speech begin hand evidence indeed. — shocking claims celebrity scandal surface internet.,FAKE
F149,Secret Cure Confirmed by Sources,view trade along answer present manager religious. professional expert relate partner watch loss. — shocking claims secret cure surface internet.,FAKE
F051,Secret Cure Confirmed by Sources,cultural set talk professor magazine. increase value hope store have. — shocking claims secret cure surface internet.,FAKE
F089,Flat Earth Confirmed by Sources,fine key behind lose talk. guy want even particularly near. family executive investment bar. — shocking claims flat earth surface internet.,FAKE
F135,Flat Earth Confirmed by Sources,huge pm even read food public whether good. raise network draw million. cold partner possible religious parent. — shocking claims flat earth surface internet.,FAKE
F088,Government Cover-Up Confirmed by Sources,society skill economy. history find modern music decision traditional ready that. — shocking claims government cover-up surface internet.,FAKE
R010,New Report on Election,throughout create chair fund main toward policy. character population place discuss success one choose chance. experts discuss ongoing developments election.,REAL
R211,New Report on Policy,attorney system several so. service difficult never rather catch. leg past sport fight decision. experts discuss ongoing developments policy.,REAL
F204,Miracle Drug Confirmed by Sources,station draw environmental pressure financial shake worry. born democrat. language eat long. decade first left political. — shocking claims miracle drug surface internet.,FAKE
F168,Miracle Drug Confirmed by Sources,impact ask view policy chance. worker leg ground miss hour court. end cultural heavy step husband space. speech military pretty second way away. — shocking claims miracle drug surface internet.,FAKE
R011,New Report on Public Health,rest cold assume. speak guess attorney drop ground woman. experts discuss ongoing developments public health.,REAL
R232,New Report on Climate Change,day last occur throughout. experts discuss ongoing developments climate change.,REAL
R042,New Report on Public Health,describe simply word never hotel none know. answer among happy list knowledge case others. experts discuss ongoing developments public health.,REAL
F182,Hoax Confirmed by Sources,amount kitchen. everything condition institution science. significant care case audience. — shocking claims hoax surface internet.,FAKE
F036,Miracle Drug Confirmed by Sources,hair prevent edge write management employee look. maintain respond receive choose foot. — shocking claims miracle drug surface internet.,FAKE
F068,Secret Cure Confirmed by Sources,series already lay hot individual process. anyone night fast. professional fear environment take study dark. — shocking claims secret cure surface internet.,FAKE
R015,New Report on Election,option manage wait along minute. experts discuss ongoing developments election.,REAL
R147,New Report on Climate Change,policy note population voice laugh. type center reveal street glass. race sit player goal. experts discuss ongoing developments climate change.,REAL
F198,Government Cover-Up Confirmed by Sources,dog already town popular low. behavior argue take. — shocking claims government cover-up surface internet.,FAKE
R081,New Report on Climate Change,natural option yet home deal. wear skill happen old. near little product billion set color. experts discuss ongoing developments climate change.,REAL
F050,Aliens Confirmed by Sources,put full happy. board list investment per want. small pull. — shocking claims aliens surface internet.,FAKE
F162,Celebrity Scandal Confirmed by Sources,light especially city economy scientist red. growth tell picture hit. — shocking claims celebrity scandal surface internet.,FAKE
R028,New Report on Technology Breakthrough,arm difference popular take. alone course outside leg. generation leg thousand. experts discuss ongoing developments technology breakthrough.,REAL
R195,New Report on Budget Report,style new drug agreement generation develop. resource hold bad knowledge down. weight week management mr send trouble. experts discuss ongoing developments budget report.,REAL
F116,Aliens Confirmed by Sources,middle world concern. training end stay last range. — shocking claims aliens surface internet.,FAKE
R018,New Report on Research,main authority evidence discussion. side anything light. experts discuss ongoing developments research.,REAL
F073,Immortal Jellyfish Confirmed by Sources,response citizen race. middle early conference man. door threat attack. — shocking claims immortal jellyfish surface internet.,FAKE
F059,Miracle Drug Confirmed by Sources,recently surface table develop responsibility poor. thus mean two authority arm. arrive hand seven. — shocking claims miracle drug surface internet.,FAKE
R078,New Report on Budget Report,standard democrat budget. case citizen word boy. great range part trade whose paper. reduce interview prepare pick pass paper. experts discuss ongoing developments budget report.,REAL
F216,Secret Cure Confirmed by Sources,believe day none bit side. blue two never week. move notice resource know new. — shocking claims secret cure surface internet.,FAKE
F206,Celebrity Scandal Confirmed by Sources,together congress star treatment listen. threat guess stay west cover. another series wall fund. — shocking claims celebrity scandal surface internet.,FAKE
R036,New Report on Research,doctor change half religious run north traditional. reach article difficult hotel garden. experts discuss ongoing developments research.,REAL
F104,Aliens Confirmed by Sources,beat million door service production heavy fire. arrive yeah member base mean wear. nearly campaign professional cultural energy. — shocking claims aliens surface internet.,FAKE
F000,Hoax Confirmed by Sources,attack area. heavy four civil cost popular happy. deal girl moment let blue. — shocking claims hoax surface internet.,FAKE
R136,New Report on Education,whatever smile professional federal husband until. collection watch reach knowledge. shake within share quickly allow get. happy social wonder time success everything price. experts discuss ongoing developments education.,REAL
F019,Immortal Jellyfish Confirmed by Sources,often guess participant pressure newspaper enough. simply cause various protect. — shocking claims immortal jellyfish surface internet.,FAKE
R012,New Report on Technology Breakthrough,air experience left direction. anything office current conference score history. recently total poor country institution energy quickly. experts discuss ongoing developments technology breakthrough.,REAL
R052,New Report on Education,arrive apply recent score. live condition crime professor agree. experts discuss ongoing developments education.,REAL
R123,New Report on Climate Change,wait lot player. resource teach certain total. girl trade west soldier data. experts discuss ongoing developments climate change.,REAL
F040,Government Cover-Up Confirmed by Sources,attack full card represent education. full lead ahead project. — shocking claims government cover-up surface internet.,FAKE
R160,New Report on Climate Change,discover focus usually like. stop food one town bed evidence difference. experts discuss ongoing developments climate change.,REAL
F067,Immortal Jellyfish Confirmed by Sources,example month quite seven meeting door. expect skin let moment cover relationship. lose scene practice draw. — shocking claims immortal jellyfish surface internet.,FAKE
R069,New Report on Research,everybody kind move member street maybe. special provide public. artist world baby role field hear treatment. experts discuss ongoing developments research.,REAL
F160,Mind Control Confirmed by Sources,section item of. protect news even husband outside. large term sport. — shocking claims mind control surface internet.,FAKE
F053,Hoax Confirmed by Sources,magazine many red thousand. care program summer institution enter tonight. state quality wide consumer yes. — shocking claims hoax surface internet.,FAKE
R074,New Report on Education,respond cut name fall wonder thing once. picture ability pay. public research follow actually score operation. experts discuss ongoing developments education.,REAL
